span,count,decision,reason
caracter excecional no => carater excepcional em,1,verified_translate,default_translate_fallback
proibicao => vedacao,1,verified_translate,default_translate_fallback
o tribunal => a justica,1,verified_translate,default_translate_fallback
nao cabe => descabe,1,verified_translate,default_translate_fallback
∅ => longe,1,verified_translate,matched_manual_null_rule
longe => ∅,1,verified_translate,matched_manual_null_rule
audicao das => oitiva de,1,verified_translate,default_translate_fallback
constituicao => carta de,1,verified_translate,default_translate_fallback
consta => reside,1,verified_translate,default_translate_fallback
trabalhador => laborista,1,verified_translate,default_translate_fallback
do incumprimento => da inadimplencia,1,verified_translate,default_translate_fallback
trabalhadores => empregados,1,verified_translate,default_translate_fallback
tambem para o => do,1,verified_translate,default_translate_fallback
estaleiro => canteiro,1,verified_translate,default_translate_fallback
imi => iptu,1,verified_translate,default_translate_fallback
3 o sargento => 3o sgt,1,verified_translate,default_translate_fallback
emitido => expedido,1,verified_translate,default_translate_fallback
primeira instancia => primeiro grau,1,verified_translate,default_translate_fallback
bebidas => drinks,1,verified_translate,default_translate_fallback
empregados de mesa => garcons,1,verified_translate,default_translate_fallback
a propositura => ajuizamento,1,verified_translate,default_translate_fallback
questoes previas => preliminares,1,verified_translate,default_translate_fallback
pelo qual => por que,1,verified_translate,default_translate_fallback
pelo tribunal => pela corte,1,verified_translate,default_translate_fallback
obstado => obstada,1,verified_translate,default_translate_fallback
inscrita => insculpida,1,verified_translate,default_translate_fallback
e possivel => ha como,1,verified_translate,default_translate_fallback
alem => demais,1,verified_translate,default_translate_fallback
visto => posto,1,verified_translate,default_translate_fallback
arguidos => indiciados,1,verified_translate,default_translate_fallback
apanhados => flagrados,1,verified_translate,default_translate_fallback
∅ => encontra,1,verified_translate,matched_manual_null_rule
encontra => ∅,1,verified_translate,matched_manual_null_rule
sucessivos => seguidos,1,verified_translate,default_translate_fallback
ocorreu => se deu,1,verified_translate,default_translate_fallback
primeira instancia => piso,1,verified_translate,default_translate_fallback
inelegibilidades => ineleg ibilidades,1,verified_translate,default_translate_fallback
cessacao do contrato de trabalho => rescisao contratual,1,verified_translate,default_translate_fallback
furte ao regresso => furtar do retorno,1,verified_translate,default_translate_fallback
conhecimento inequivoco => ciencia inequivoca,1,verified_translate,default_translate_fallback
importa => importante,1,verified_translate,default_translate_fallback
enquadram na => amoldam a,1,verified_translate,default_translate_fallback
∅ => licitacao e,1,verified_translate,matched_manual_null_rule
publica => ∅,1,verified_translate,matched_manual_null_rule
regularizacao => parcelarnento,1,verified_translate,default_translate_fallback
dividas tributarias => debitos tributarios,1,verified_translate,default_translate_fallback
expostos => esposados,1,verified_translate,default_translate_fallback
reconhecimento notarial => firma reconhecida,1,verified_translate,default_translate_fallback
direcao => diretoria,1,verified_translate,default_translate_fallback
caixilharias => esquadrias,1,verified_translate,default_translate_fallback
∅ => considerar,1,verified_translate,matched_manual_null_rule
considerar => ∅,1,verified_translate,matched_manual_null_rule
configura => configuram,1,verified_translate,default_translate_fallback
∅ => 00,1,verified_translate,matched_manual_null_rule
daquele => ∅,1,verified_translate,matched_manual_null_rule
este egregio tribunal => esta egregia corte,1,verified_translate,default_translate_fallback
decisao da instancia a quo => ∅,1,verified_translate,matched_manual_null_rule
∅ => decisao da instancia a quo,1,verified_translate,matched_manual_null_rule
interpos => opos,1,verified_translate,default_translate_fallback
uma acao => demanda,1,verified_translate,default_translate_fallback
peca => vestibular,1,verified_translate,default_translate_fallback
arguido => paciente,1,verified_translate,default_translate_fallback
foi implicado => lhe incursionou,1,verified_translate,default_translate_fallback
acusatoria => vestibular,1,verified_translate,default_translate_fallback
fundamental => maior,1,verified_translate,default_translate_fallback
violacao => infringencia,1,verified_translate,default_translate_fallback
alinea b => inciso ii,1,verified_translate,default_translate_fallback
cessacao => extincao,1,verified_translate,default_translate_fallback
cumprido => adimplido,1,verified_translate,default_translate_fallback
intentar => ajuizar,1,verified_translate,default_translate_fallback
chamando => convocando,1,verified_translate,default_translate_fallback
fundamentado => fundamentada,1,verified_translate,default_translate_fallback
junta => acostada,1,verified_translate,default_translate_fallback
juntar => acostar,1,verified_translate,default_translate_fallback
permitido => dado,1,verified_translate,default_translate_fallback
coarguidos => correus,1,verified_translate,default_translate_fallback
denominada => batizada de,1,verified_translate,default_translate_fallback
dos artigos => aos arts,1,verified_translate,default_translate_fallback
sim um => ∅,1,verified_translate,matched_manual_null_rule
laboral => laborativo,1,verified_translate,default_translate_fallback
apos o => depois do,1,verified_translate,default_translate_fallback
apresentados => lancados,1,verified_translate,default_translate_fallback
pelo que => por isso,1,verified_translate,default_translate_fallback
tem => ter,1,verified_translate,default_translate_fallback
processos => feitos,1,verified_translate,default_translate_fallback
gerem => gerenciem,1,verified_translate,default_translate_fallback
acompanhamento => monitoramento,1,verified_translate,default_translate_fallback
de contratacao publica => licitatorio,1,verified_translate,default_translate_fallback
empregado => atendente,1,verified_translate,default_translate_fallback
a morada => o endereco,1,verified_translate,default_translate_fallback
colidirem => conflitarem,1,verified_translate,default_translate_fallback
n o 6 => paragrafo 6o,1,verified_translate,default_translate_fallback
de facto => fatica,1,verified_translate,default_translate_fallback
decorridos => transcorridos,1,verified_translate,default_translate_fallback
contratados ao abrigo da legislacao laboral => celetistas,1,verified_translate,default_translate_fallback
legislacao laboral => clt,1,verified_translate,default_translate_fallback
constantes => constante,1,verified_translate,default_translate_fallback
morada falsa => endereco falso,1,verified_translate,default_translate_fallback
superior ao => a maior do,1,verified_translate,default_translate_fallback
da turma => turmario,1,verified_translate,default_translate_fallback
do trabalho => trabalhista,1,verified_translate,default_translate_fallback
interpostos => manejados,1,verified_translate,default_translate_fallback
∅ => o foram,1,verified_translate,matched_manual_null_rule
prazo => octidio,1,verified_translate,default_translate_fallback
de oito dias => ∅,1,verified_translate,matched_manual_null_rule
foram notificadas => restaram intimadas,1,verified_translate,default_translate_fallback
inicial => primeira,1,verified_translate,default_translate_fallback
constituicao => carta politica,1,verified_translate,default_translate_fallback
interpretou => ter interpretado,1,verified_translate,default_translate_fallback
contratacao publica => licitacoes e contratos,1,verified_translate,default_translate_fallback
total => totaida,1,verified_translate,default_translate_fallback
na => ria,1,verified_translate,default_translate_fallback
no activo => em atividade,1,verified_translate,default_translate_fallback
armazenados => estocados,1,verified_translate,default_translate_fallback
de sucumbencia => sucumbenciais,1,verified_translate,default_translate_fallback
pedidos => pleitos,1,verified_translate,default_translate_fallback
beneficiario => tomador,1,verified_translate,default_translate_fallback
a essas => aquelas,1,verified_translate,default_translate_fallback
tenha => haja,1,verified_translate,default_translate_fallback
observando se => observandose,1,verified_translate,default_translate_fallback
agravante => mojorante,1,verified_translate,default_translate_fallback
tomar => se acercar de,1,verified_translate,default_translate_fallback
foi feita => se deu,1,verified_translate,default_translate_fallback
colide com a => esbarra na,1,verified_translate,default_translate_fallback
trabalhador => servidor,1,verified_translate,default_translate_fallback
concedida => concedido,1,verified_translate,default_translate_fallback
recorrido => agravado,1,verified_translate,default_translate_fallback
recorrente => agravante,1,verified_translate,default_translate_fallback
caso => razao do descumprimento,1,verified_translate,default_translate_fallback
incumprimento da => ∅,1,verified_translate,matched_manual_null_rule
recorrida => agravada,1,verified_translate,default_translate_fallback
crime => delito,1,verified_translate,default_translate_fallback
procedimento => certame,1,verified_translate,default_translate_fallback
com contrato de trabalho regido pelo codigo do trabalho => celetistas,1,verified_translate,default_translate_fallback
∅ => atuar,1,verified_translate,matched_manual_null_rule
constitucional atuar => federal,1,verified_translate,default_translate_fallback
desse concurso => dessa licitacao,1,verified_translate,default_translate_fallback
prisao => reclusao,1,verified_translate,default_translate_fallback
consagrada => decantada,1,verified_translate,default_translate_fallback
transpostos para o => passados ao,1,verified_translate,default_translate_fallback
junta => juntada,1,verified_translate,default_translate_fallback
08 2016 => 0812016,1,verified_translate,default_translate_fallback
impoe => imponha,1,verified_translate,default_translate_fallback
afere se face => e aferida em relacao,1,verified_translate,default_translate_fallback
habitacao => residencia,1,verified_translate,default_translate_fallback
arbitrai => arbitral,1,verified_translate,default_translate_fallback
sentenc => sentenca,1,verified_translate,default_translate_fallback
atendendo a => considerando,1,verified_translate,default_translate_fallback
estaleiro => canteiro de obras,1,verified_translate,default_translate_fallback
este => esta,1,verified_translate,default_translate_fallback
relevo => relevancia,1,verified_translate,default_translate_fallback
senhorio => locador,1,verified_translate,default_translate_fallback
inquilina => locataria,1,verified_translate,default_translate_fallback
registo predial => registro de imoveis,1,verified_translate,default_translate_fallback
concelho => municipio de,1,verified_translate,default_translate_fallback
∅ => o artigo,1,verified_translate,matched_manual_null_rule
∅ => ora,1,verified_translate,matched_manual_null_rule
vem ora de transcrever => transcreve,1,verified_translate,default_translate_fallback
estribada => fundamentada,1,verified_translate,default_translate_fallback
aqui do => de que o,1,verified_translate,default_translate_fallback
ter feito => fez,1,verified_translate,default_translate_fallback
do => de que o,1,verified_translate,default_translate_fallback
ser => e,1,verified_translate,default_translate_fallback
acabado de referir => que foi referido,1,verified_translate,default_translate_fallback
tem => mantinha,1,verified_translate,default_translate_fallback
mantinha => ∅,1,verified_translate,matched_manual_null_rule
so => somente,1,verified_translate,default_translate_fallback
seguras => segura,1,verified_translate,default_translate_fallback
sujeicao a previa => necessidade de,1,verified_translate,default_translate_fallback
∅ => previa,1,verified_translate,matched_manual_null_rule
liquidar => cobrar,1,verified_translate,default_translate_fallback
lancar mao de => recorrer a,1,verified_translate,default_translate_fallback
afericao na => analise,1,verified_translate,default_translate_fallback
empreender => adotar,1,verified_translate,default_translate_fallback
condutastipicasque => condutas tipicas que,1,verified_translate,default_translate_fallback
arestos => acordaos,1,verified_translate,default_translate_fallback
se encontrem => estejam,1,verified_translate,default_translate_fallback
∅ => nova,1,verified_translate,matched_manual_null_rule
nova => ∅,1,verified_translate,matched_manual_null_rule
segmento => trecho,1,verified_translate,default_translate_fallback
a quantia => ao montante,1,verified_translate,default_translate_fallback
fixada => fixado,1,verified_translate,default_translate_fallback
toma => tomada,1,verified_translate,default_translate_fallback
como tal => assim,1,verified_translate,default_translate_fallback
de parentalidade => maternidade,1,verified_translate,default_translate_fallback
baixa => afastamento,1,verified_translate,default_translate_fallback
∅ => encontrava,1,verified_translate,matched_manual_null_rule
encontrava => ∅,1,verified_translate,matched_manual_null_rule
n 7 => 7o,1,verified_translate,default_translate_fallback
6 => 6o,1,verified_translate,default_translate_fallback
serinterpretado => ser interpretado,1,verified_translate,default_translate_fallback
n 2 => no 2o,1,verified_translate,default_translate_fallback
∅ => ali,1,verified_translate,matched_manual_null_rule
subsidio de natal => decimo terceiro salario,1,verified_translate,default_translate_fallback
de => as,1,verified_translate,default_translate_fallback
g => p ex,1,verified_translate,default_translate_fallback
agente => oficial,1,verified_translate,default_translate_fallback
execucao => justica,1,verified_translate,default_translate_fallback
tratando => ∅,1,verified_translate,matched_manual_null_rule
∅ => trate,1,verified_translate,matched_manual_null_rule
esta relacao => este tribunal,1,verified_translate,default_translate_fallback
garante => garantidor,1,verified_translate,default_translate_fallback
adveniente => advinda,1,verified_translate,default_translate_fallback
toma => ingestao,1,verified_translate,default_translate_fallback
diazepan => diazepam,1,verified_translate,default_translate_fallback
∅ => com o fato de,1,verified_translate,matched_manual_null_rule
que a doente => paciente,1,verified_translate,default_translate_fallback
locomovesse => locomover,1,verified_translate,default_translate_fallback
irs => irpf,1,verified_translate,default_translate_fallback
retribuicao das => remuneracao de,1,verified_translate,default_translate_fallback
podendodecidir => podendo decidir,1,verified_translate,default_translate_fallback
por extemporaneo => intempestivo,1,verified_translate,default_translate_fallback
instalar => ser instalado,1,verified_translate,default_translate_fallback
a reversao => o redirecionamento,1,verified_translate,default_translate_fallback
de => se,1,verified_translate,default_translate_fallback
sublinhar => se destacar,1,verified_translate,default_translate_fallback
findo => encerrado,1,verified_translate,default_translate_fallback
ter sido => que,1,verified_translate,default_translate_fallback
a levantar => retirou,1,verified_translate,default_translate_fallback
∅ => drive,1,verified_translate,matched_manual_null_rule
os => de,1,verified_translate,default_translate_fallback
radica na => decorre da,1,verified_translate,default_translate_fallback
requer => requerer,1,verified_translate,default_translate_fallback
o acautelar => acautela lo,1,verified_translate,default_translate_fallback
contra ordenacao => infracao administrativa,1,verified_translate,default_translate_fallback
co proprietaria => coproprietaria,1,verified_translate,default_translate_fallback
ns 1 => nos 1o,1,verified_translate,default_translate_fallback
hao de considerar se => devem ser considerados,1,verified_translate,default_translate_fallback
os => lhes,1,verified_translate,default_translate_fallback
senda => linha,1,verified_translate,default_translate_fallback
do mesmo => dele,1,verified_translate,default_translate_fallback
cerca => por volta,1,verified_translate,default_translate_fallback
no exterior => do lado de fora,1,verified_translate,default_translate_fallback
estando eles a comer => enquanto comiam,1,verified_translate,default_translate_fallback
tendo => que,1,verified_translate,default_translate_fallback
visto => viu,1,verified_translate,default_translate_fallback
teve de => precisou,1,verified_translate,default_translate_fallback
pelo => de modo,1,verified_translate,default_translate_fallback
o fez => realizou,1,verified_translate,default_translate_fallback
com conta => em vista,1,verified_translate,default_translate_fallback
seguro => certo,1,verified_translate,default_translate_fallback
corre mal => da errado,1,verified_translate,default_translate_fallback
radicar => se basear,1,verified_translate,default_translate_fallback
a => as paginas,1,verified_translate,default_translate_fallback
ld => ltda,1,verified_translate,default_translate_fallback
∅ => nao se sustenta,1,verified_translate,matched_manual_null_rule
ao nivel => no ambito,1,verified_translate,default_translate_fallback
iminentemente em => iminente,1,verified_translate,default_translate_fallback
o efeito => tal,1,verified_translate,default_translate_fallback
∅ => vossas excelencias,1,verified_translate,matched_manual_null_rule
ex s => ∅,1,verified_translate,matched_manual_null_rule
estar perante => esta diante de,1,verified_translate,default_translate_fallback
aquo => a quo,1,verified_translate,default_translate_fallback
julgando => ao julgar,1,verified_translate,default_translate_fallback
contraordenacao => infracao administrativa,1,verified_translate,default_translate_fallback
aplique => aplica,1,verified_translate,default_translate_fallback
proferiram => prestaram,1,verified_translate,default_translate_fallback
limitada => limitado,1,verified_translate,default_translate_fallback
registando => sendo registrado,1,verified_translate,default_translate_fallback
∅ => restabelecendo se,1,verified_translate,matched_manual_null_rule
se repondo => ∅,1,verified_translate,matched_manual_null_rule
tem => possui,1,verified_translate,default_translate_fallback
de desconsiderar => ∅,1,verified_translate,matched_manual_null_rule
∅ => desconsiderada,1,verified_translate,matched_manual_null_rule
atenta a => considerando,1,verified_translate,default_translate_fallback
matricula => placa,1,verified_translate,default_translate_fallback
∅ => de transito,1,verified_translate,matched_manual_null_rule
transito de => ∅,1,verified_translate,matched_manual_null_rule
obstarem => impedirem,1,verified_translate,default_translate_fallback
a revogar => revogando,1,verified_translate,matched_manual_progressive_rule
baste => basta,1,verified_translate,default_translate_fallback
impugna => que,1,verified_translate,default_translate_fallback
∅ => impugna,1,verified_translate,matched_manual_null_rule
sublinhe => ressalte,1,verified_translate,default_translate_fallback
reabrir => ser reabertas,1,verified_translate,default_translate_fallback
efectuar => realizadas,1,verified_translate,default_translate_fallback
designadamente => nomeadamente,1,verified_translate,default_translate_fallback
numa accao => em uma acao,1,verified_translate,default_translate_fallback
da viatura => do carro,1,verified_translate,default_translate_fallback
andamento => movimento,1,verified_translate,default_translate_fallback
banda => parte,1,verified_translate,default_translate_fallback
automovel => automotor,1,verified_translate,default_translate_fallback
portagem => pedagio,1,verified_translate,default_translate_fallback
p => previsto no art,1,verified_translate,default_translate_fallback
p pelo art => ∅,1,verified_translate,matched_manual_null_rule
veio => ∅,1,verified_translate,matched_manual_null_rule
requerer => requereu,1,verified_translate,default_translate_fallback
auto imune => autoimune,1,verified_translate,default_translate_fallback
acrescidas => adicionais,1,verified_translate,default_translate_fallback
seja => deve ser,1,verified_translate,default_translate_fallback
agregado => nucleo,1,verified_translate,default_translate_fallback
bem assim => tambem,1,verified_translate,default_translate_fallback
ocorra em => ocorrer,1,verified_translate,default_translate_fallback
emergente => decorrente,1,verified_translate,default_translate_fallback
inteirado => ciente,1,verified_translate,default_translate_fallback
anti abuso => antiabuso,1,verified_translate,default_translate_fallback
rendas devidas => alugueis devidos,1,verified_translate,default_translate_fallback
atempada => tempestiva,1,verified_translate,default_translate_fallback
mais pequena => menor,1,verified_translate,default_translate_fallback
observar => ∅,1,verified_translate,matched_manual_null_rule
∅ => observar,1,verified_translate,matched_manual_null_rule
fazendo => apropriando,1,verified_translate,default_translate_fallback
as suas => se delas,1,verified_translate,default_translate_fallback
pg => p,1,verified_translate,default_translate_fallback
parcelares => parciais,1,verified_translate,default_translate_fallback
nomeadamente numa accao => especialmente em uma acao,1,verified_translate,default_translate_fallback
tera que => devera,1,verified_translate,default_translate_fallback
havida => ocorrida,1,verified_translate,default_translate_fallback
indemnizatorio se encontra => indenizatorio esta,1,verified_translate,default_translate_fallback
efetuar => realizar,1,verified_translate,default_translate_fallback
informacao da => informacoes sobre,1,verified_translate,default_translate_fallback
fundou => fundamentou,1,verified_translate,default_translate_fallback
probandi => da prova,1,verified_translate,default_translate_fallback
impendia => recaia,1,verified_translate,default_translate_fallback
aplicar => ser aplicada,1,verified_translate,default_translate_fallback
perante a aquisicao => diante da obtencao,1,verified_translate,default_translate_fallback
obstava => se opunha,1,verified_translate,default_translate_fallback
procedido => agido,1,verified_translate,default_translate_fallback
encontrava se => ∅,1,verified_translate,matched_manual_null_rule
arguido => reu estava,1,verified_translate,default_translate_fallback
pese embora este => apesar deste,1,verified_translate,default_translate_fallback
ser => seja,1,verified_translate,default_translate_fallback
repostas => restabelecidas,1,verified_translate,default_translate_fallback
junta => junto,1,verified_translate,default_translate_fallback
para a => ao,1,verified_translate,default_translate_fallback
se apercebeu da => percebeu a,1,verified_translate,default_translate_fallback
logrou => conseguiu,1,verified_translate,default_translate_fallback
releva => e relevante,1,verified_translate,default_translate_fallback
∅ => assunto,1,verified_translate,matched_manual_null_rule
assunto respeitante => relacionado,1,verified_translate,default_translate_fallback
ensartadas => levantadas,1,verified_translate,default_translate_fallback
daadmissibilidade => da admissibilidade,1,verified_translate,default_translate_fallback
coletivas privadas => juridicas de direito privado,1,verified_translate,default_translate_fallback
carolice => dedicacao,1,verified_translate,default_translate_fallback
vago => vaga,1,verified_translate,default_translate_fallback
auto determinar => autodeterminar,1,verified_translate,default_translate_fallback
determinada => determinado,1,verified_translate,default_translate_fallback
plasmado => expresso,1,verified_translate,default_translate_fallback
contraente => contratado,1,verified_translate,default_translate_fallback
incida => incidir,1,verified_translate,default_translate_fallback
desfrute => usufruto,1,verified_translate,default_translate_fallback
e de presumir => presume se,1,verified_translate,default_translate_fallback
de depositos a ordem => corrente,1,verified_translate,default_translate_fallback
afetado => ∅,1,verified_translate,matched_manual_null_rule
∅ => alocado,1,verified_translate,matched_manual_null_rule
efectivamente recebidas => efetivamente recebidos,1,verified_translate,default_translate_fallback
bondade => validade,1,verified_translate,default_translate_fallback
arguidos => acusados,1,verified_translate,default_translate_fallback
requisitosg => requisitos,1,verified_translate,default_translate_fallback
exa => v sa,1,verified_translate,default_translate_fallback
exa => v,1,verified_translate,default_translate_fallback
∅ => sa,1,verified_translate,matched_manual_null_rule
pugna => pleiteia,1,verified_translate,default_translate_fallback
por em causa => questionar,1,verified_translate,default_translate_fallback
atentas => considerando,1,verified_translate,default_translate_fallback
desiderato => objetivo,1,verified_translate,default_translate_fallback
inquine => invalide,1,verified_translate,default_translate_fallback
varios lugares => varias vagas,1,verified_translate,default_translate_fallback
torna => transforma,1,verified_translate,default_translate_fallback
parque => estacionamento,1,verified_translate,default_translate_fallback
provavelmenteseria => provavelmente seria,1,verified_translate,default_translate_fallback
as importancias => os valores,1,verified_translate,default_translate_fallback
refiram => indiquem,1,verified_translate,default_translate_fallback
as mesmas => os mesmos,1,verified_translate,default_translate_fallback
podia conhecer se dela => poderia ser conhecida,1,verified_translate,default_translate_fallback
n => art,1,verified_translate,default_translate_fallback
1 do artigo => ∅,1,verified_translate,matched_manual_null_rule
∅ => 1o,1,verified_translate,matched_manual_null_rule
n 3 => 3o,1,verified_translate,default_translate_fallback
preceito => dispositivo,1,verified_translate,default_translate_fallback
expedido => remetido,1,verified_translate,default_translate_fallback
desacertada => ∅,1,verified_translate,matched_manual_null_rule
da => equivocada sobre a,1,verified_translate,default_translate_fallback
um horario => uma carga horaria,1,verified_translate,default_translate_fallback
atendido => considerado,1,verified_translate,default_translate_fallback
atendida => considerada,1,verified_translate,default_translate_fallback
contabilisticos => contabeis,1,verified_translate,default_translate_fallback
das rendas compreendidas => dos alugueis compreendidos,1,verified_translate,default_translate_fallback
as rendas relativas => aos alugueis relativos,1,verified_translate,default_translate_fallback
de facto => estavel,1,verified_translate,default_translate_fallback
∅ => 3o n o,1,verified_translate,matched_manual_null_rule
n 3 => ∅,1,verified_translate,matched_manual_null_rule
camarario => municipal,1,verified_translate,default_translate_fallback
respetivo do => respectivo,1,verified_translate,default_translate_fallback
artos 209e => arts 209 e seguintes,1,verified_translate,default_translate_fallback
arts => ∅,1,verified_translate,matched_manual_null_rule
recordar => ∅,1,verified_translate,matched_manual_null_rule
∅ => recordar,1,verified_translate,matched_manual_null_rule
oposicao de julgados => divergencia jurisprudencial,1,verified_translate,default_translate_fallback
pagou a quantia de => ∅,1,verified_translate,matched_manual_null_rule
equipa de => equipe,1,verified_translate,default_translate_fallback
dar => ser dada,1,verified_translate,default_translate_fallback
efectuava => ele efetuava,1,verified_translate,default_translate_fallback
lhas => as,1,verified_translate,default_translate_fallback
∅ => verifica,1,verified_translate,matched_manual_null_rule
verifica => ∅,1,verified_translate,matched_manual_null_rule
∅ => provou,1,verified_translate,matched_manual_null_rule
provou => ∅,1,verified_translate,matched_manual_null_rule
∅ => deu,1,verified_translate,matched_manual_null_rule
deu => ∅,1,verified_translate,matched_manual_null_rule
entidade => autoridade,1,verified_translate,default_translate_fallback
predio lhe => imovel,1,verified_translate,default_translate_fallback
reuniu => reuniram,1,verified_translate,default_translate_fallback
rotunda => rotatoria,1,verified_translate,default_translate_fallback
oficiosamente => oficio de,1,verified_translate,default_translate_fallback
locacao financeira => arrendamento mercantil,1,verified_translate,default_translate_fallback
descortinado => percebido,1,verified_translate,default_translate_fallback
respeitante => que diz respeito,1,verified_translate,default_translate_fallback
em ordem a => com o objetivo de,1,verified_translate,default_translate_fallback
so numa => somente em uma,1,verified_translate,default_translate_fallback
representaservicos => representa servicos,1,verified_translate,default_translate_fallback
ocorra => ocorrer,1,verified_translate,default_translate_fallback
esclarecimentoshoje => esclarecimentos hoje,1,verified_translate,default_translate_fallback
proferir => ser proferida,1,verified_translate,default_translate_fallback
do que => disso,1,verified_translate,default_translate_fallback
estes => este,1,verified_translate,default_translate_fallback
tem de lhe => devem,1,verified_translate,default_translate_fallback
o transferir => transferi lo,1,verified_translate,default_translate_fallback
registada efectuada => registrada efetuada,1,verified_translate,default_translate_fallback
pronunciar => manifestar,1,verified_translate,default_translate_fallback
atencao => vista,1,verified_translate,default_translate_fallback
expendidas => expostas,1,verified_translate,default_translate_fallback
colocar em questao => questionar,1,verified_translate,default_translate_fallback
alicercam => ∅,1,verified_translate,matched_manual_null_rule
∅ => fundamentam,1,verified_translate,matched_manual_null_rule
volvidos => passados,1,verified_translate,default_translate_fallback
na sequencia => em decorrencia,1,verified_translate,default_translate_fallback
assente => estabelecido,1,verified_translate,default_translate_fallback
dos interessados => das partes interessadas,1,verified_translate,default_translate_fallback
determinacao => fixacao,1,verified_translate,default_translate_fallback
taxados => fixados podem,1,verified_translate,default_translate_fallback
os casos => o caso,1,verified_translate,default_translate_fallback
∅ => podem,1,verified_translate,matched_manual_null_rule
se encontrando => estando,1,verified_translate,default_translate_fallback
fim => termino,1,verified_translate,default_translate_fallback
promover pela sua => promove lo para,1,verified_translate,default_translate_fallback
contra alegacoes => contrarrazoes,1,verified_translate,default_translate_fallback
procuradoria => honorarios advocaticios,1,verified_translate,default_translate_fallback
atempadamente => tempestivamente,1,verified_translate,default_translate_fallback
∅ => sinal,1,verified_translate,matched_manual_null_rule
sinal => ∅,1,verified_translate,matched_manual_null_rule
201 => 2019,1,verified_translate,default_translate_fallback
a relacao => o tribunal de justica,1,verified_translate,default_translate_fallback
∅ => impoe,1,verified_translate,matched_manual_null_rule
impoe => ∅,1,verified_translate,matched_manual_null_rule
∅ => usar,1,verified_translate,matched_manual_null_rule
importantissimo => importantissima,1,verified_translate,default_translate_fallback
dever se a que ter => devera ser levada,1,verified_translate,default_translate_fallback
tido sido => foi,1,verified_translate,default_translate_fallback
dos => nos,1,verified_translate,default_translate_fallback
desfasamento => descompasso,1,verified_translate,default_translate_fallback
n 6 => 6o,1,verified_translate,default_translate_fallback
do n 3 => dos 3o,1,verified_translate,default_translate_fallback
5 => 5o,1,verified_translate,default_translate_fallback
n5 => 5o,1,verified_translate,default_translate_fallback
∅ => art,1,verified_translate,matched_manual_null_rule
palmar => evidente,1,verified_translate,default_translate_fallback
crescendo => aumento,1,verified_translate,default_translate_fallback
∅ => ainda que,1,verified_translate,matched_manual_null_rule
que fosse => ∅,1,verified_translate,matched_manual_null_rule
harmonia => acordo,1,verified_translate,default_translate_fallback
contrario => contraria,1,verified_translate,default_translate_fallback
hajam => tenham,1,verified_translate,default_translate_fallback
co autoria => coautoria,1,verified_translate,default_translate_fallback
as moradas declaradas => os enderecos declarados,1,verified_translate,default_translate_fallback
as moradas => os enderecos,1,verified_translate,default_translate_fallback
pormenorizacao => detalhamento,1,verified_translate,default_translate_fallback
e de => se pode,1,verified_translate,default_translate_fallback
limite => extremos,1,verified_translate,default_translate_fallback
aquele => ele,1,verified_translate,default_translate_fallback
pese => ∅,1,verified_translate,matched_manual_null_rule
emanar => emitir,1,verified_translate,default_translate_fallback
alegalidade => a legalidade,1,verified_translate,default_translate_fallback
a retalho => varejo,1,verified_translate,default_translate_fallback
assim => como,1,verified_translate,default_translate_fallback
deduzida => apresentada,1,verified_translate,default_translate_fallback
a seguir ao levantamento do exclusivo conferido => apos o termino da exclusividade conferida,1,verified_translate,default_translate_fallback
visou => ∅,1,verified_translate,matched_manual_null_rule
∅ => visou,1,verified_translate,matched_manual_null_rule
coberto => salvo,1,verified_translate,default_translate_fallback
por => caso,1,verified_translate,default_translate_fallback
se ter => tenha,1,verified_translate,default_translate_fallback
desinteressado da => perdido o interesse em,1,verified_translate,default_translate_fallback
dispor => disponha,1,verified_translate,default_translate_fallback
efeito => fim,1,verified_translate,default_translate_fallback
nada obstando ao => nao havendo impedimento para o,1,verified_translate,default_translate_fallback
objecto de => objeto do,1,verified_translate,default_translate_fallback
entender deviam => entendimento deveriam,1,verified_translate,default_translate_fallback
de ver => relacao,1,verified_translate,default_translate_fallback
sobre os factos => acerca dos fatos,1,verified_translate,default_translate_fallback
funcionarem => funcionando,1,verified_translate,default_translate_fallback
crime => crimes,1,verified_translate,default_translate_fallback
embargo => prejuizo,1,verified_translate,default_translate_fallback
do => dos,1,verified_translate,default_translate_fallback
registos contabilisticos => registros contabeis,1,verified_translate,default_translate_fallback
arguido dever => reu deve,1,verified_translate,default_translate_fallback
assentar numa => basear se em uma,1,verified_translate,default_translate_fallback
da renda => do aluguel,1,verified_translate,default_translate_fallback
s => os,1,verified_translate,default_translate_fallback
crime => criminal,1,verified_translate,default_translate_fallback
factura => nota fiscal,1,verified_translate,default_translate_fallback
fatura => nota fiscal,1,verified_translate,default_translate_fallback
ter => que,1,verified_translate,default_translate_fallback
arguido cumprido => reu cumpriu,1,verified_translate,default_translate_fallback
seis => 6,1,verified_translate,default_translate_fallback
∅ => meses,1,verified_translate,matched_manual_null_rule
dizer => dar,1,verified_translate,default_translate_fallback
∅ => esquecer,1,verified_translate,matched_manual_null_rule
esquecer => ∅,1,verified_translate,matched_manual_null_rule
queixar => ∅,1,verified_translate,matched_manual_null_rule
ei ao => queixarei a,1,verified_translate,default_translate_fallback
despedir => despedi,1,verified_translate,default_translate_fallback
